position,champion_name,grade_x,lane,win_rate,pick_rate,ban_rate,pbi,games_played,ranking,grade_y,grade,counter,win_rate_weak,games_played_weak,strong,win_rate_strong,games_played_strong,custom_grade
17,Kha'Zix,2.0,jungle,50.2,7.55,4.67,-1,232194,platinum,2.0,3.0,"['Nocturne', 'Ivern', 'Fiddlesticks', 'Briar', ""Bel'Veth""]","['46.52', '46.6', '47.56', '47.63', '48.02']","['6415', '588', '1596', '3783', '1641']","['Lillia', 'Sylas', 'Poppy', 'Wukong', 'Zed']","['54', '53.7', '53.64', '53.24', '52.9']","['2024', '1447', '1279', '787', '465']",2.3333333333333335
18,Fiddlesticks,2.333,jungle,51.48,2.99,2.11,4,91781,platinum,2.0,3.0,"['Shyvana', 'Pantheon', 'Briar', 'Ivern', 'Ekko']","['46.26', '46.83', '47.8', '48.98', '49.03']","['562', '126', '1728', '294', '1340']","['Wukong', 'Sylas', 'Xin Zhao', 'Nunu & Willump', 'Nidalee']","['58.5', '55.66', '55.18', '55.03', '54.69']","['306', '830', '444', '576', '618']",2.4443333333333332
19,Rammus,2.333,jungle,53.41,3.67,11.36,13,112886,platinum,2.0,2.0,"['Brand', 'Lillia', 'Amumu', 'Trundle', 'Shyvana']","['44.97', '45.46', '46.43', '48.72', '49.28']","['865', '1366', '924', '702', '558']","['Zed', 'Elise', 'Wukong', 'Viego', 'Rengar']","['58.47', '58.44', '57.86', '56.88', '56.66']","['236', '397', '337', '1890', '683']",2.111
20,Warwick,2.333,jungle,51.99,3.52,2.07,6,108203,platinum,2.0,3.0,"['Nocturne', 'Rammus', 'Ivern', 'Zac', 'Lillia']","['46.59', '46.67', '47.3', '47.79', '47.8']","['3340', '1097', '315', '860', '1113']","['Talon', 'Pantheon', 'Sylas', 'Nidalee', 'Maokai']","['58.13', '57.5', '56.61', '55.65', '55.5']","['363', '120', '726', '611', '591']",2.4443333333333332
21,Taric,2.333,jungle,51.43,0.05,0.22,0,1606,platinum,3.0,,"[""Kha'Zix"", 'Kayn', 'Briar', 'Lee Sin', 'Graves']","['38.89', '41.18', '47.37', '47.92', '48.39']","['36', '51', '38', '48', '31']",['Shaco'],['51.43'],['35'],2.6665
22,Talon,2.333,jungle,50.22,1.62,2.15,0,49662,platinum,3.0,4.0,"['Warwick', ""Bel'Veth"", 'Brand', 'Rammus', 'Briar']","['41.87', '45.24', '45.26', '46.13', '46.85']","['363', '389', '475', '388', '984']","['Taliyah', ""Rek'Sai"", 'Trundle', 'Ivern', 'Kindred']","['60.9', '55.56', '55.03', '54.55', '53.62']","['312', '117', '149', '143', '235']",3.111
23,Lillia,2.333,jungle,51.37,3.73,2.4,4,114791,platinum,2.0,3.0,"['Briar', ""Rek'Sai"", ""Kha'Zix"", 'Elise', 'Pantheon']","['44.78', '45.92', '46', '46.44', '46.58']","['1954', '196', '2024', '379', '146']","['Jax', 'Sylas', 'Volibear', 'Poppy', 'Nunu & Willump']","['58.52', '56.17', '56.16', '55.96', '54.1']","['446', '673', '219', '747', '793']",2.4443333333333332
24,Maokai,2.333,jungle,51.02,2.41,0.66,2,74171,platinum,3.0,4.0,"['Warwick', 'Nocturne', 'Shaco', 'Fiddlesticks', 'Master Yi']","['44.5', '45.67', '46.95', '47.33', '47.43']","['591', '2205', '1148', '617', '1033']","['Teemo', 'Nidalee', 'Poppy', 'Ekko', 'Pantheon']","['56.06', '55.68', '55.6', '54.29', '54.29']","['132', '537', '491', '1107', '105']",3.111
25,Trundle,2.666,jungle,52.06,1.84,19.86,4,56570,platinum,2.0,3.0,"['Talon', 'Jax', 'Ekko', 'Ivern', 'Nocturne']","['44.97', '45.65', '45.74', '47.5', '47.9']","['149', '276', '739', '160', '1597']","['Pantheon', 'Taliyah', 'Wukong', 'Xin Zhao', ""Rek'Sai""]","['59.09', '58.91', '58.16', '56.69', '56.64']","['66', '202', '196', '254', '113']",2.5553333333333335
26,Udyr,2.666,jungle,50.28,1.94,1.03,0,59634,platinum,3.0,4.0,"['Ivern', 'Evelynn', 'Rammus', 'Ekko', 'Maokai']","['45.07', '46.01', '47.37', '47.43', '47.63']","['213', '589', '513', '856', '380']","['Pantheon', 'Zed', ""Rek'Sai"", 'Sylas', 'Teemo']","['57.14', '56.2', '55.47', '55.1', '53.66']","['91', '121', '128', '343', '82']",3.222
27,Kindred,2.666,jungle,49.59,2.36,1.08,-2,72586,platinum,3.0,4.0,"['Volibear', 'Ivern', 'Shaco', 'Rammus', 'Poppy']","['43', '43.9', '44.11', '44.21', '44.6']","['100', '205', '1052', '622', '426']","['Zed', ""Rek'Sai"", 'Lillia', 'Nidalee', 'Nunu & Willump']","['59.85', '54.88', '53.38', '53', '52.64']","['137', '164', '695', '500', '454']",3.222
28,Skarner,2.666,jungle,50.46,0.44,0.1,0,13536,platinum,3.0,,"['Vi', 'Briar', 'Udyr', 'Sejuani', ""Bel'Veth""]","['41.26', '42.5', '43.75', '45', '46.23']","['143', '280', '80', '80', '106']","['Ivern', 'Sylas', 'Shyvana', 'Wukong', 'Trundle']","['61.11', '59.57', '58.14', '57.5', '57.14']","['36', '94', '86', '40', '70']",2.833
29,Diana,2.666,jungle,50.32,5.03,1.9,0,154738,platinum,2.0,3.0,"['Jax', 'Briar', 'Trundle', 'Master Yi', 'Fiddlesticks']","['43.49', '44.58', '45.84', '46.17', '46.67']","['653', '2452', '722', '2543', '1215']","['Zed', 'Nidalee', 'Rengar', 'Pantheon', 'Wukong']","['56.62', '55.88', '54.97', '53.93', '52.67']","['325', '902', '1046', '191', '543']",2.5553333333333335
30,Hecarim,2.666,jungle,49.09,4.49,3.78,-6,138066,platinum,3.0,4.0,"['Rammus', 'Jax', 'Briar', 'Fiddlesticks', 'Ivern']","['44.9', '45.66', '45.92', '46.24', '46.34']","['1058', '530', '2354', '958', '410']","['Zed', 'Wukong', 'Talon', 'Xin Zhao', ""Rek'Sai""]","['60.17', '52.71', '52.36', '51.9', '51.83']","['241', '461', '403', '605', '328']",3.222
31,Rumble,2.666,jungle,49.62,0.41,1.42,0,12720,platinum,3.0,,"['Fiddlesticks', 'Rengar', 'Jarvan IV', 'Brand', 'Sylas']","['37.66', '42.55', '43.88', '44.44', '45.06']","['77', '47', '196', '99', '162']","['Elise', 'Wukong', 'Taliyah', 'Nunu & Willump', 'Trundle']","['64.62', '60.78', '59.26', '59.15', '58.82']","['65', '51', '81', '71', '51']",2.833
32,Vi,3.0,jungle,50.58,5.35,1.28,2,164359,platinum,2.0,3.0,"['Trundle', 'Nocturne', 'Zac', 'Maokai', 'Taliyah']","['45.8', '45.87', '46.96', '47.13', '47.81']","['690', '4722', '1218', '923', '889']","['Kindred', 'Elise', 'Teemo', 'Hecarim', 'Lee Sin']","['53.16', '53.06', '52.65', '52.61', '52.54']","['792', '669', '245', '1705', '7040']",2.6666666666666665
33,Viego,3.0,jungle,49.66,6.82,1.89,-4,209625,platinum,2.0,3.0,"['Rammus', 'Volibear', 'Ivern', 'Zac', 'Fiddlesticks']","['43.02', '44.66', '45.81', '45.89', '46.02']","['1862', '356', '620', '1593', '1443']","['Zed', 'Pantheon', 'Wukong', 'Hecarim', 'Sylas']","['59.36', '53.9', '53.89', '52.24', '51.72']","['438', '295', '772', '2188', '1574']",2.6666666666666665
34,Amumu,3.0,jungle,51.26,3.39,1.24,3,104059,platinum,2.0,3.0,"['Zed', 'Trundle', 'Brand', 'Volibear', 'Ivern']","['42.98', '44.01', '45.77', '46.32', '47.87']","['235', '534', '1228', '190', '282']","['Teemo', 'Nunu & Willump', 'Wukong', 'Gragas', 'Kindred']","['57.33', '57.12', '56.16', '53.95', '53.92']","['150', '730', '365', '621', '586']",2.6666666666666665
35,Rengar,3.0,jungle,48.3,2.67,2.11,-5,81991,platinum,3.0,5.0,"['Briar', 'Rammus', 'Nunu & Willump', 'Nocturne', 'Poppy']","['42.31', '43.34', '43.36', '43.82', '43.93']","['1444', '683', '459', '2095', '494']","['Wukong', 'Nidalee', 'Zed', 'Taliyah', 'Kindred']","['54.96', '54.87', '54.8', '53.13', '51.78']","['262', '421', '177', '288', '394']",3.6666666666666665
36,Darius,3.0,jungle,48.98,0.23,17.14,0,7132,platinum,3.0,,"['Brand', 'Kindred', 'Zac', 'Sejuani', 'Warwick']","['31.75', '38.89', '40', '40.48', '40.91']","['63', '36', '50', '42', '66']","['Diana', 'Rammus', 'Udyr', 'Hecarim', 'Nidalee']","['62.12', '59.38', '57.14', '56.94', '56.76']","['66', '64', '49', '72', '37']",3.0
37,Lee Sin,3.0,jungle,48.57,16.39,12.24,-32,503650,platinum,1.0,3.0,"['Nocturne', 'Ivern', 'Briar', 'Fiddlesticks', 'Warwick']","['45.18', '45.33', '45.57', '46.37', '46.54']","['15020', '1328', '8666', '3099', '3831']","['Nidalee', 'Wukong', 'Volibear', 'Rengar', 'Teemo']","['53.03', '52.81', '52.03', '51.59', '51.5']","['6085', '2064', '665', '2363', '903']",2.3333333333333335
38,Rek'Sai,3.0,jungle,49.28,0.93,0.62,-1,28459,platinum,3.0,5.0,"['Nunu & Willump', 'Nocturne', 'Elise', 'Trundle', 'Shyvana']","['39.35', '41.6', '43.09', '43.36', '43.97']","['155', '714', '123', '113', '116']","['Volibear', 'Nidalee', 'Gragas', 'Jax', 'Lillia']","['66.67', '59.5', '56.76', '55.17', '54.08']","['30', '200', '148', '116', '196']",3.6666666666666665
39,Pantheon,3.0,jungle,49.11,0.54,3.33,-1,16718,platinum,3.0,5.0,"['Ivern', 'Trundle', 'Warwick', 'Udyr', 'Shaco']","['37.78', '40.91', '42.5', '42.86', '44.28']","['45', '66', '120', '91', '271']","['Wukong', 'Jax', 'Elise', 'Taliyah', 'Xin Zhao']","['61.54', '59.15', '58.21', '57.58', '56.06']","['39', '71', '67', '66', '66']",3.6666666666666665
40,Gwen,3.333,jungle,49.44,0.43,2.36,0,13067,platinum,3.0,,"['Karthus', 'Ekko', 'Kindred', 'Briar', 'Talon']","['40', '42.63', '43.75', '44.18', '44.23']","['60', '190', '64', '249', '52']","['Gragas', 'Jarvan IV', 'Sylas', 'Taliyah', 'Nocturne']","['62.96', '59.66', '55.56', '54.79', '54.5']","['81', '238', '99', '73', '411']",3.1665
41,Singed,3.333,jungle,50.08,0.1,0.43,0,2983,platinum,3.0,,"['Hecarim', 'Vi', 'Shaco', 'Ekko', 'Nocturne']","['28.57', '39.02', '39.53', '42.86', '44.79']","['35', '41', '43', '42', '96']","['Sylas', 'Briar', 'Evelynn', 'Kayn', ""Kha'Zix""]","['66.67', '60.34', '58.33', '56.96', '56.52']","['30', '58', '36', '79', '46']",3.1665
42,Jarvan IV,3.333,jungle,49.87,6.61,3.98,-3,203243,platinum,2.0,3.0,"['Warwick', 'Master Yi', 'Briar', 'Karthus', 'Shyvana']","['46', '46.98', '47.08', '47.69', '47.97']","['1487', '3059', '3167', '1103', '1084']","['Rengar', 'Gragas', 'Teemo', 'Sylas', 'Volibear']","['55.3', '53.6', '53.38', '53.09', '52.86']","['982', '1237', '296', '1652', '280']",2.7776666666666667
43,Nunu & Willump,3.333,jungle,49.19,2.51,0.46,-3,77146,platinum,3.0,4.0,"['Briar', 'Zed', 'Amumu', 'Trundle', 'Fiddlesticks']","['41.91', '42.36', '42.88', '44.48', '44.97']","['1384', '144', '730', '344', '576']","[""Rek'Sai"", 'Wukong', 'Rengar', 'Teemo', 'Gragas']","['60.51', '57.5', '56.64', '55.04', '53.85']","['157', '280', '459', '129', '442']",3.4443333333333332
44,Teemo,3.333,jungle,50.17,0.68,6.83,0,20886,platinum,3.0,5.0,"['Amumu', 'Rammus', 'Shaco', 'Maokai', 'Shyvana']","['42.67', '43.42', '43.86', '43.94', '43.97']","['150', '152', '383', '132', '116']","['Zed', 'Ivern', 'Sejuani', 'Xin Zhao', 'Gragas']","['65.63', '58.54', '58.04', '57.47', '56.25']","['32', '41', '112', '87', '128']",3.7776666666666667
45,Rell,3.333,jungle,48.36,0.34,2.0,-1,10364,platinum,4.0,,"['Poppy', 'Amumu', 'Evelynn', 'Xin Zhao', 'Ekko']","['37.35', '39.71', '39.8', '40.91', '40.94']","['83', '68', '98', '44', '149']","['Elise', 'Udyr', 'Nunu & Willump', ""Bel'Veth"", 'Shyvana']","['58.33', '56.1', '55.36', '55', '54.76']","['48', '41', '56', '80', '42']",3.6665
46,Shyvana,3.333,jungle,50.81,2.29,0.45,1,70420,platinum,3.0,4.0,"['Volibear', 'Wukong', 'Pantheon', 'Nocturne', 'Amumu']","['44.22', '44.92', '47.31', '47.5', '47.77']","['147', '256', '93', '2118', '628']","['Taliyah', ""Rek'Sai"", 'Teemo', 'Gragas', 'Karthus']","['56.42', '56.41', '56.03', '55.22', '54.39']","['296', '117', '116', '402', '342']",3.4443333333333332
47,Sylas,3.666,jungle,47.76,3.33,21.42,-11,102232,platinum,2.0,5.0,"['Volibear', 'Ivern', 'Briar', 'Poppy', 'Brand']","['39.13', '42.17', '42.21', '42.8', '43.24']","['138', '230', '1630', '694', '740']","['Zed', 'Sejuani', 'Pantheon', 'Nidalee', 'Rengar']","['58.71', '52.85', '51.89', '51.03', '50.87']","['155', '666', '106', '878', '401']",3.5553333333333335
48,Mordekaiser,3.666,jungle,50.68,0.43,6.94,0,13111,platinum,3.0,,"['Taliyah', 'Trundle', 'Brand', 'Briar', 'Maokai']","['38.18', '41.07', '41.27', '41.44', '41.67']","['55', '56', '126', '222', '84']","['Amumu', 'Sylas', 'Hecarim', 'Gragas', 'Rengar']","['63.85', '61.25', '60', '59.09', '57.78']","['130', '80', '120', '66', '90']",3.333
49,Elise,3.666,jungle,49.57,1.76,1.21,-1,53952,platinum,3.0,4.0,"['Rammus', 'Pantheon', 'Nocturne', 'Maokai', 'Warwick']","['41.56', '41.79', '44.93', '45.89', '45.93']","['397', '67', '1578', '316', '418']","['Zed', ""Rek'Sai"", 'Sylas', ""Bel'Veth"", 'Xin Zhao']","['59.22', '56.35', '55.95', '54.78', '54.11']","['103', '126', '454', '418', '292']",3.5553333333333335
50,Xin Zhao,3.666,jungle,50.03,2.08,0.25,-1,63915,platinum,3.0,4.0,"['Teemo', 'Briar', 'Trundle', 'Evelynn', 'Pantheon']","['42.53', '42.64', '43.31', '43.85', '43.94']","['87', '1107', '254', '577', '66']","['Rengar', 'Sylas', 'Diana', 'Sejuani', 'Shyvana']","['54.4', '53.9', '52.21', '52.15', '52.04']","['386', '436', '770', '303', '319']",3.5553333333333335
51,Gragas,3.666,jungle,48.54,2.63,0.63,-5,80959,platinum,3.0,5.0,"[""Rek'Sai"", 'Teemo', 'Rammus', 'Shyvana', 'Briar']","['42.67', '43.75', '43.95', '44.78', '45.45']","['150', '128', '587', '402', '1331']","['Pantheon', 'Rengar', 'Kindred', 'Lee Sin', 'Volibear']","['55.56', '54.76', '53.93', '52.57', '52.43']","['99', '420', '445', '4944', '103']",3.888666666666667
52,Sion,3.666,jungle,49.71,0.17,1.89,0,5214,platinum,3.0,,"['Warwick', 'Lillia', 'Fiddlesticks', 'Jarvan IV', 'Evelynn']","['34.62', '35.82', '38.89', '39.08', '39.62']","['52', '67', '36', '87', '53']","['Maokai', 'Kindred', 'Xin Zhao', 'Ekko', 'Zac']","['58.97', '56.67', '56.25', '54.29', '54.05']","['39', '30', '32', '70', '37']",3.333
53,Volibear,3.666,jungle,50.02,0.68,1.62,0,20940,platinum,3.0,5.0,"[""Rek'Sai"", 'Lillia', 'Graves', 'Briar', 'Master Yi']","['33.33', '43.84', '44.76', '45.79', '46.2']","['30', '219', '429', '404', '329']","['Sylas', 'Zed', 'Kindred', 'Rengar', 'Taliyah']","['60.87', '57.14', '57', '56.12', '55.71']","['138', '42', '100', '139', '70']",3.888666666666667
54,Nidalee,4.0,jungle,47.7,3.27,1.75,-9,100362,platinum,4.0,5.0,"[""Rek'Sai"", 'Briar', 'Zed', 'Rammus', 'Diana']","['41.09', '41.37', '43.33', '44.05', '44.12']","['202', '1680', '150', '656', '902']","['Gragas', 'Viego', 'Jax', 'Teemo']","['52.86', '51.83', '51.61', '50.27']","['577', '1337', '372', '187']",4.333333333333333
55,Morgana,4.0,jungle,50.42,0.49,27.17,0,14972,platinum,2.0,,"['Nocturne', 'Taliyah', 'Nunu & Willump', 'Udyr', 'Gragas']","['42', '42.53', '43.4', '44.59', '44.94']","['431', '87', '106', '74', '89']","['Zed', 'Maokai', 'Sejuani', 'Kindred', 'Ivern']","['63.64', '61.7', '60', '57.47', '55.81']","['33', '94', '70', '87', '43']",3.0
56,Zed,4.0,jungle,47.73,0.85,26.92,-3,26006,platinum,3.0,5.0,"['Teemo', 'Kindred', 'Hecarim', 'Sylas', 'Elise']","['34.38', '39.57', '40.41', '40.63', '40.78']","['32', '139', '245', '160', '103']","['Nunu & Willump', 'Amumu', 'Nidalee', 'Xin Zhao', 'Sejuani']","['57.64', '57.02', '56.67', '55.56', '52.26']","['144', '235', '150', '126', '155']",4.0
57,Olaf,4.0,jungle,48.19,0.21,1.76,0,6385,platinum,4.0,,"['Master Yi', 'Taliyah', 'Udyr', 'Jarvan IV', 'Diana']","['30.69', '33.33', '35.71', '37.78', '38.33']","['101', '33', '42', '90', '60']","['Poppy', 'Amumu', 'Fiddlesticks', 'Karthus', 'Sejuani']","['57.89', '57.47', '57.14', '55.88', '55.26']","['38', '87', '70', '34', '38']",4.0
58,Neeko,4.0,jungle,48.08,0.14,3.92,0,4295,platinum,4.0,,"['Nunu & Willump', 'Brand', 'Zac', ""Bel'Veth"", 'Kayn']","['31.43', '36.73', '40', '42.5', '42.5']","['35', '49', '35', '40', '120']","['Evelynn', 'Master Yi', 'Hecarim', 'Nidalee', ""Kha'Zix""]","['65.91', '54.29', '54.17', '52.78', '52.63']","['44', '70', '48', '36', '76']",4.0
59,Qiyana,4.333,jungle,46.03,0.33,0.34,-1,10100,platinum,5.0,,"['Talon', 'Taliyah', 'Amumu', 'Sejuani', 'Diana']","['29.41', '30.77', '34.33', '35.09', '36.92']","['51', '52', '67', '57', '130']","['Poppy', ""Bel'Veth"", 'Zac', 'Zed', 'Sylas']","['56.58', '53.45', '53.42', '53.33', '53.09']","['76', '58', '73', '30', '81']",4.6665
60,Tryndamere,4.333,jungle,45.84,0.16,2.92,-1,4828,platinum,4.0,,"['Warwick', 'Lillia', 'Briar', 'Jarvan IV', 'Ekko']","['31.25', '38.3', '39.19', '39.68', '40.98']","['48', '47', '74', '63', '61']","['Vi', 'Sylas', 'Diana']","['54.9', '54.84', '51.52']","['51', '31', '66']",4.1665
61,Shen,4.333,jungle,46.7,0.08,0.25,0,2484,platinum,4.0,,"['Briar', 'Kayn', 'Nocturne', 'Lee Sin', ""Kha'Zix""]","['34.69', '35.29', '38.57', '43.33', '43.48']","['49', '51', '70', '90', '46']","['Master Yi', 'Shaco']","['60.98', '55.26']","['41', '38']",4.1665
62,Sejuani,4.333,jungle,49.09,2.6,0.36,-3,80070,platinum,3.0,5.0,"['Teemo', 'Zac', 'Rammus', 'Brand', 'Lillia']","['41.96', '44.24', '45.76', '46.02', '46.19']","['112', '703', '625', '767', '840']","['Rengar', 'Kindred', 'Gragas', 'Nidalee', ""Bel'Veth""]","['54.53', '54.4', '52.97', '52.5', '52.01']","['464', '375', '489', '501', '596']",4.111
63,Twitch,4.333,jungle,41.71,0.28,4.06,-3,8712,platinum,5.0,,"['Diana', 'Trundle', 'Rammus', 'Jarvan IV', 'Jax']","['29.09', '29.41', '30.14', '30.56', '31.58']","['110', '34', '73', '108', '38']","['Elise', 'Sylas', 'Nunu & Willump']","['58.82', '54.1', '51.16']","['34', '61', '43']",4.6665
64,Dr. Mundo,4.666,jungle,48.59,0.18,1.89,0,5544,platinum,3.0,,"['Rammus', 'Gragas', 'Trundle', 'Hecarim', 'Sejuani']","['23.81', '29.03', '38.71', '39.22', '40.54']","['42', '31', '31', '51', '37']","['Sylas', 'Poppy', 'Rengar', 'Maokai', 'Zac']","['70.97', '70', '64.52', '61.54', '59.18']","['31', '30', '31', '39', '49']",3.833
65,Nasus,4.666,jungle,47.6,0.21,6.22,-1,6416,platinum,4.0,,"['Nunu & Willump', 'Maokai', 'Master Yi', 'Udyr', 'Lillia']","['31.43', '32.5', '37.72', '38.24', '39.34']","['35', '40', '114', '34', '61']","['Rengar', 'Amumu', 'Gragas', 'Vi', 'Shyvana']","['63.89', '58.54', '54.29', '53.49', '52.63']","['36', '41', '35', '86', '38']",4.333
66,Garen,4.666,jungle,46.41,0.26,6.21,-1,7871,platinum,4.0,,"['Vi', 'Ekko', 'Fiddlesticks', 'Evelynn', 'Xin Zhao']","['34.31', '34.38', '34.69', '36.76', '37.5']","['102', '96', '49', '68', '32']","['Shyvana', 'Sejuani', 'Sylas', 'Zac', 'Gragas']","['59.62', '59.46', '59.09', '56.25', '55.88']","['52', '37', '44', '48', '34']",4.333
67,Yorick,5.0,jungle,46.7,0.08,4.25,0,2351,platinum,5.0,,"['Briar', 'Nocturne', 'Viego', 'Master Yi', 'Kayn']","['36.59', '39.22', '42.86', '44.19', '44.83']","['41', '51', '42', '43', '58']","['Shaco', 'Lee Sin', ""Kha'Zix"", 'Jarvan IV']","['60', '55.42', '52.17', '51.52']","['40', '83', '46', '33']",5.0
68,Cho'Gath,5.0,jungle,45.66,0.16,0.7,-1,5053,platinum,5.0,,"['Sylas', 'Kindred', 'Evelynn', 'Hecarim', ""Bel'Veth""]","['30', '34.38', '34.78', '35.42', '36.11']","['30', '32', '46', '48', '36']","['Kayn', 'Ekko', 'Warwick']","['51.47', '51.47', '51.28']","['136', '68', '39']",5.0
69,Wukong,5.333,jungle,47.77,1.61,0.32,-4,49379,platinum,3.0,5.0,"['Pantheon', 'Ivern', 'Fiddlesticks', 'Trundle', 'Rammus']","['38.46', '38.94', '41.5', '41.84', '42.14']","['39', '113', '306', '196', '337']","['Zed', 'Shyvana', ""Rek'Sai"", 'Sylas', 'Sejuani']","['56.98', '55.08', '54.65', '52.59', '51.99']","['86', '256', '86', '367', '277']",4.444333333333334
70,Malphite,5.333,jungle,45.2,0.29,10.19,-2,8812,platinum,4.0,,"['Trundle', 'Karthus', 'Zac', 'Wukong', 'Udyr']","['23.33', '28.21', '29.63', '30.77', '33.33']","['30', '39', '54', '39', '30']","['Vi', 'Xin Zhao', 'Hecarim', 'Kindred']","['56.32', '53.33', '51.28', '51.28']","['87', '45', '78', '39']",4.6665
71,Naafiri,5.333,jungle,43.5,0.16,3.31,-1,4984,platinum,5.0,,"['Fiddlesticks', 'Briar', 'Master Yi', 'Vi', 'Brand']","['26.67', '32.1', '35.29', '35.59', '35.85']","['30', '81', '68', '59', '53']","['Rammus', 'Evelynn', ""Kha'Zix"", 'Lillia']","['53.33', '52.83', '51.3', '51.16']","['45', '53', '115', '43']",5.1665
1,Sylas,0.666,mid,50.9,9.95,21.42,8,308551,platinum,1.0,1.0,"['Naafiri', 'Akshan', 'Swain', 'Cassiopeia', 'Galio']","['42.39', '45.53', '45.65', '45.97', '46.3']","['986', '1175', '690', '1253', '1501']","['Malphite', 'Hwei', 'Qiyana', ""Cho'Gath"", 'Gangplank']","['61.29', '57.05', '54.35', '54.18', '53.51']","['620', '7104', '1058', '371', '456']",0.8886666666666666
2,Talon,0.666,mid,51.9,3.46,2.15,6,107340,platinum,2.0,3.0,"['Swain', ""Cho'Gath"", 'Naafiri', 'Rumble', 'Malphite']","['42.21', '42.48', '43.44', '43.46', '45.32']","['263', '113', '343', '214', '470']","['Ziggs', 'Hwei', ""Vel'Koz"", 'Akali', 'Ekko']","['62.5', '61.11', '56.13', '53.95', '53.75']","['192', '2859', '155', '3029', '640']",1.8886666666666667
3,Taliyah,1.0,mid,51.57,0.67,0.88,1,20890,platinum,3.0,5.0,"['Swain', 'Ziggs', 'Viktor', 'Vladimir', 'Diana']","['39.66', '39.68', '42.35', '44.74', '45.21']","['58', '63', '170', '114', '73']","['Qiyana', 'Anivia', 'Hwei', 'Yone', 'Malzahar']","['59.57', '58.54', '58.32', '57.23', '57.14']","['94', '82', '475', '512', '203']",3.0
4,Xerath,1.0,mid,53.17,3.54,17.48,12,109679,platinum,2.0,2.0,"['Rumble', 'Naafiri', 'Fizz', ""Cho'Gath"", 'Neeko']","['40.19', '44.41', '44.44', '45.45', '46.88']","['107', '304', '1591', '132', '593']","['Hwei', 'Tristana', 'Ryze', 'Corki', 'Azir']","['62.46', '60.89', '59.55', '57.92', '56.75']","['3769', '225', '309', '221', '1089']",1.6666666666666667
5,Fizz,1.0,mid,52.99,6.68,12.36,21,207077,platinum,1.0,1.0,"[""Cho'Gath"", 'Galio', 'Cassiopeia', 'Neeko', 'Lissandra']","['44.49', '47.06', '47.26', '47.68', '48.26']","['245', '1362', '529', '885', '2186']","['Hwei', 'Syndra', 'Aurelion Sol', 'Qiyana', 'Brand']","['62.4', '56.04', '56.02', '55.98', '55.71']","['6561', '4827', '1039', '811', '578']",1.0
6,Lux,1.0,mid,52.03,4.15,11.36,8,128639,platinum,2.0,3.0,"['Xerath', 'Swain', 'Akshan', 'Cassiopeia', ""Vel'Koz""]","['45.31', '46.81', '46.91', '47.12', '47.2']","['1311', '282', '486', '382', '322']","['Hwei', 'LeBlanc', 'Azir', 'Zoe', 'Zed']","['59.64', '55.76', '55.71', '55.01', '53.9']","['4155', '1094', '1025', '629', '2269']",2.0
7,Swain,1.333,mid,53.63,0.96,3.13,3,29898,platinum,3.0,4.0,"['Tristana', ""Vel'Koz"", 'Ziggs', 'Irelia', 'Fizz']","['38.18', '38.81', '44.44', '46.03', '46.43']","['55', '67', '72', '252', '364']","['Rumble', 'Malphite', 'Pantheon', 'Diana', 'Taliyah']","['71.88', '63.04', '63.01', '62.9', '61.4']","['32', '46', '146', '124', '57']",2.7776666666666667
8,Tryndamere,1.333,mid,53.33,0.23,2.92,1,7278,platinum,3.0,,"['Tristana', 'Malphite', 'Zoe', 'Galio', 'Neeko']","['35.14', '42.22', '42.31', '43.9', '44']","['37', '45', '52', '41', '50']","['Hwei', 'Talon', 'Akshan', 'Xerath', 'Diana']","['63.27', '56.99', '56.25', '56.18', '56.1']","['275', '93', '48', '89', '41']",2.1665
9,Singed,1.333,mid,55.8,0.16,0.43,1,5050,platinum,2.0,,"['Lux', 'Qiyana', 'Fizz', 'Malzahar', 'Kassadin']","['34.62', '40.63', '43.43', '43.66', '46.67']","['52', '32', '99', '71', '30']","['Irelia', 'Ekko', 'Katarina', 'Yasuo', 'Hwei']","['65.48', '64.29', '64.21', '60.8', '60.23']","['84', '42', '95', '199', '176']",1.6665
10,Irelia,1.333,mid,51.31,4.16,11.08,5,129065,platinum,2.0,3.0,"['Galio', 'Pantheon', 'Vex', 'Lissandra', 'Veigar']","['42.86', '44.55', '45.4', '45.62', '45.82']","['441', '624', '1260', '844', '1100']","['Hwei', 'Annie', 'Naafiri', 'Ziggs', ""Vel'Koz""]","['61.06', '55.46', '55.09', '54.55', '54.27']","['3436', '339', '383', '264', '164']",2.111
